ticker,shortName,sector,marketCap,previousClose,open,dayHigh,dayLow,volume,averageVolume,beta,trailingPE,forwardPE,priceToBook,fiftyTwoWeekHigh,fiftyTwoWeekLow,dividendYield,returnOnEquity
NEE,"NextEra Energy, Inc.",Utilities,146909741056,71.85,71.9,72.3,71.0,8155943,12507234,0.66,24.857143,19.385868,2.892123,86.1,61.72,3.15,0.07592
NKE,"Nike, Inc.",Consumer Cyclical,117029552128,76.27,79.0,79.99,77.56,22584558,16831867,1.254,36.685184,24.532507,8.851653,90.62,52.28,2.1,0.23290001
NI,NiSource Inc,Utilities,19425912832,42.18,42.09,42.165,41.21,3201963,4294211,0.545,22.308107,22.188171,2.183136,42.26,30.53,2.66,0.09364
NDSN,Nordson Corporation,Industrials,12396922880,220.84,220.35,221.1,218.54,152381,393254,0.888,28.234236,21.073969,4.18776,266.86,165.03,1.41,0.15536
NSC,Norfolk Southern Corporation,Industrials,64571674624,282.38,282.35,287.98,282.35,3821462,1565786,1.303,19.537518,21.091312,4.4498653,288.11,201.63,1.91,0.24542
NTRS,Northern Trust Corporation,Financial Services,24818216960,130.03,129.83,130.13,128.72,784674,2011670,1.272,15.232393,16.986912,2.071376,133.0,80.81,2.46,0.13585
NOC,Northrop Grumman Corporation,Industrials,81416724480,569.74,569.24,570.0,563.64,679398,882662,0.149,20.966814,20.264433,5.265975,576.86,426.24,1.62,0.26501
NCLH,Norwegian Cruise Line Holdings ,Consumer Cyclical,10669751296,23.82,24.01,24.31,23.635,13926088,15130191,2.14,13.568181,11.4258375,7.476518,29.29,14.21,,0.95873
NRG,"NRG Energy, Inc.",Utilities,30996154368,156.59,158.01,159.4,157.1666,1399096,3323495,1.124,25.205086,22.97681,14.643022,168.57,65.11,1.12,0.44912997
NUE,Nucor Corporation,Basic Materials,33348136960,145.83,145.83,147.15,144.0647,2369075,2244562,1.717,25.488537,15.440172,1.6616652,170.52,97.59,1.51,0.074039996
NVDA,NVIDIA Corporation,Technology,4310508240896,173.5,173.615,176.98,173.97,136607690,194415722,2.131,55.933544,42.900486,51.410706,177.0,86.62,0.02,1.15463
NVR,"NVR, Inc.",Consumer Cyclical,21782632448,7792.93,7762.56,7907.26,7697.415,11025,19898,0.991,16.474455,15.143905,5.8826838,9964.77,6562.85,,0.38102
NXPI,NXP Semiconductors N.V.,Technology,57605758976,223.29,225.8,228.67,224.75,2924769,2707873,1.412,27.23361,17.482021,6.0200233,264.54,148.09,1.82,0.22695999
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,82785107968,97.66,97.65,98.44,97.08,3655932,5253996,0.583,34.885307,2.1657767,-67.21686,100.1,73.10667,,
OXY,Occidental Petroleum Corporatio,Energy,44827258880,44.71,45.1,45.61,45.025,7649381,11714765,0.846,18.441296,14.4145565,1.6238279,61.35,34.78,2.15,0.0949
ODFL,"Old Dominion Freight Line, Inc.",Industrials,34724925440,167.09,166.48,167.555,164.16,1617954,1673511,1.258,30.82927,27.85085,8.222167,233.26,144.9,0.67,0.26593
OMC,Omnicom Group Inc.,Communication Services,14457547776,76.48,76.23,76.2458,74.605,2111806,4012252,0.936,10.676681,8.637731,3.222227,107.0,68.37,3.66,0.28959
ON,ON Semiconductor Corporation,Technology,24513132544,56.92,57.68,59.28,57.35,9866151,9851995,1.431,40.73611,13.578703,3.0526645,79.45,31.04,,0.07852
OKE,"ONEOK, Inc.",Energy,51101143040,81.54,82.07,82.575,81.46,1824494,3758811,0.919,15.978516,13.703518,2.3918955,118.07,75.47,5.05,0.16409001
ORCL,Oracle Corporation,Technology,695775264768,245.12,246.0,247.77,243.42,6746436,12785785,1.394,57.076035,34.59637,33.99808,251.6,118.86,0.82,0.82382005
OTIS,Otis Worldwide Corporation,Industrials,34498551808,89.79,89.46,89.72,87.88,4694607,2766155,0.972,23.25397,20.97852,-6.426848,106.828,86.0,1.87,
PCAR,PACCAR Inc.,Industrials,52831875072,101.57,101.05,101.375,99.35,2636870,2878093,0.944,17.262436,12.969071,2.789821,118.81,84.65,1.3,0.16771
PKG,Packaging Corporation of Americ,Consumer Cyclical,18372116480,206.53,205.59,206.04,203.545,382441,744767,0.842,20.377243,18.16548,4.0522356,250.82,172.72,2.42,
PLTR,Palantir Technologies Inc.,Technology,372582580224,158.8,155.665,160.2799,153.07,63477513,82457367,2.593,657.8334,335.91492,68.67334,160.39,21.23,,0.12357
PANW,"Palo Alto Networks, Inc.",Technology,136360599552,203.27,203.78,204.9499,202.51,2128355,4812516,0.971,116.85714,28.402779,18.83404,208.39,142.01,,0.21162
PARA,Paramount Global,Communication Services,9203827712,13.05,12.992,13.31,12.79,23029547,8004819,1.213,,8.0,0.5314423,13.59,9.95,1.53,-0.27754998
PH,Parker-Hannifin Corporation,Industrials,94435606528,738.82,740.36,745.345,736.065,446110,624429,1.333,28.414455,25.10394,7.0521665,745.35,488.45,0.97,0.27146998
PAYX,"Paychex, Inc.",Technology,52689285120,147.99,148.03,148.11,146.0,1446960,2118318,0.874,32.004375,27.648392,12.772683,161.24,122.07,2.92,0.41804
PAYC,"Paycom Software, Inc.",Technology,13244777472,238.8,239.0,239.6199,235.6,346159,589900,0.778,33.680912,27.114677,7.456323,267.76,152.455,0.63,0.24987
PYPL,"PayPal Holdings, Inc.",Financial Services,76071534592,77.98,78.475,79.5,77.93,14931364,9405295,1.452,17.57753,15.995911,3.780936,93.66,55.85,,0.22198999
